Date,Territory,Cured,Deaths,Confirmed
2020-12-30,Bihar,523,3,538
2020-12-31,Bihar,557,4,420
2021-01-01,Bihar,320,4,395
2021-01-02,Bihar,398,3,476
2021-01-03,Bihar,515,3,365
2021-01-04,Bihar,590,2,273
2021-01-05,Bihar,505,3,415
2021-01-06,Bihar,445,7,423
2021-01-07,Bihar,481,5,319
2021-01-08,Bihar,352,4,433
2021-01-09,Bihar,436,4,254
2021-01-10,Bihar,511,2,685
2021-01-11,Bihar,379,4,314
2021-01-12,Bihar,351,5,232
2021-01-13,Bihar,193,4,377
2021-01-14,Bihar,395,2,278
2021-01-15,Bihar,251,2,308
2021-01-16,Bihar,354,2,298
2021-01-17,Bihar,343,4,281
2021-01-18,Bihar,356,4,136
2021-01-19,Bihar,676,3,165
2021-01-20,Bihar,282,1,216
2021-01-21,Bihar,280,3,185
2021-01-22,Bihar,454,4,238
2021-01-23,Bihar,336,4,99
2021-01-24,Bihar,204,4,125
2021-01-25,Bihar,428,3,149
2021-01-26,Bihar,28,4,74
2021-01-27,Bihar,155,3,135
2021-01-28,Bihar,840,4,153
2021-01-29,Bihar,665,2,65
2021-01-30,Bihar,178,3,159
2021-01-31,Bihar,164,4,123
2021-02-01,Bihar,148,2,67
2021-02-02,Bihar,137,2,97
2021-02-03,Bihar,168,2,121
2021-02-04,Bihar,144,3,77
2021-02-05,Bihar,84,2,78
2021-02-06,Bihar,212,2,98
2021-02-07,Bihar,57,3,61
2021-02-08,Bihar,250,1,175
2021-02-09,Bihar,550,1,400
2021-02-10,Bihar,303,1,422
2021-02-11,Bihar,160,2,419
2021-02-12,Bihar,113,1,57
2021-02-13,Bihar,86,1,78
2021-02-14,Bihar,80,2,44
2021-02-15,Bihar,78,1,51
2021-02-16,Bihar,79,2,44
2021-02-17,Bihar,78,1,56
2021-02-18,Bihar,82,1,38
2021-02-19,Bihar,68,2,63
2021-02-20,Bihar,75,1,67
2021-02-21,Bihar,57,2,57
2021-02-22,Bihar,58,1,94
2021-02-23,Bihar,59,1,84
2021-02-24,Bihar,71,1,59
2021-02-25,Bihar,92,1,54
2021-02-26,Bihar,91,1,61
2021-02-27,Bihar,92,1,46
2021-02-28,Bihar,71,1,45
2021-03-04,Bihar,50,1,31
2021-03-05,Bihar,40,1,40
2021-03-06,Bihar,44,1,38
2021-03-07,Bihar,28,1,22
2021-03-08,Bihar,50,1,30
2021-03-12,Bihar,38,1,44
2021-03-13,Bihar,51,1,73
2021-03-14,Bihar,28,1,37
2021-03-15,Bihar,44,1,51
2021-03-16,Bihar,35,1,26
2021-03-17,Bihar,29,1,49
2021-03-18,Bihar,40,1,58
2021-03-19,Bihar,64,1,107
2021-03-20,Bihar,58,1,90
2021-03-21,Bihar,51,1,88
2021-03-22,Bihar,74,2,126
2021-03-23,Bihar,50,2,90
2021-03-24,Bihar,46,2,111
2021-03-25,Bihar,65,2,170
2021-03-26,Bihar,58,2,258
2021-03-27,Bihar,133,2,211
2021-03-28,Bihar,78,2,195
2021-03-29,Bihar,119,1,351
2021-03-30,Bihar,97,1,239
2021-03-31,Bihar,105,1,74
2021-04-01,Bihar,133,2,259
2021-04-02,Bihar,158,2,488
2021-04-03,Bihar,204,2,662
2021-04-04,Bihar,255,2,836
2021-04-05,Bihar,245,1,864
2021-04-06,Bihar,349,3,935
2021-04-07,Bihar,267,2,1080
2021-04-08,Bihar,553,3,1527
2021-04-09,Bihar,328,4,1911
2021-04-10,Bihar,318,3,2174
2021-04-11,Bihar,822,6,3469
2021-04-12,Bihar,1053,6,3756
2021-04-13,Bihar,636,6,2999
2021-04-14,Bihar,1047,14,4157
2021-04-15,Bihar,1189,21,4786
2021-04-16,Bihar,755,24,6133
2021-04-17,Bihar,1853,13,6253
2021-04-18,Bihar,1804,34,7870
2021-04-19,Bihar,3460,27,8690
2021-04-20,Bihar,2619,41,7487
2021-04-21,Bihar,3577,51,10455
2021-04-22,Bihar,4774,56,12222
2021-04-23,Bihar,5308,59,11489
2021-04-24,Bihar,6067,54,12672
2021-04-25,Bihar,6741,77,12359
2021-04-26,Bihar,7533,68,12795
2021-04-27,Bihar,9228,67,11801
2021-04-28,Bihar,7904,85,12604
2021-04-29,Bihar,8818,84,13374
2021-04-30,Bihar,10926,89,13089
2021-05-01,Bihar,11194,80,15853
2021-05-02,Bihar,10905,82,13789
2021-05-03,Bihar,11694,97,13534
2021-05-04,Bihar,13603,82,11407
2021-05-05,Bihar,11926,105,14794
2021-05-06,Bihar,11726,61,14836
2021-05-07,Bihar,13364,90,15126
2021-05-08,Bihar,13489,62,13466
2021-05-09,Bihar,14962,76,12948
2021-05-10,Bihar,13364,67,11259
2021-05-11,Bihar,15800,75,10174
2021-05-12,Bihar,13852,72,10920
2021-05-13,Bihar,12265,74,9863
2021-05-14,Bihar,11008,90,7752
2021-05-15,Bihar,14131,77,7494
2021-05-16,Bihar,14340,73,7336
2021-05-17,Bihar,14202,89,6894
2021-05-18,Bihar,11216,96,5920
2021-05-19,Bihar,11174,111,6286
2020-07-31,Manipur,33,4,47
2020-08-01,Manipur,17,1,116
2020-08-02,Manipur,10,1,135
2020-08-03,Manipur,38,1,75
2020-08-07,Manipur,43,1,124
2020-08-08,Manipur,21,2,249
2020-08-09,Manipur,1,1,169
2020-08-12,Manipur,6,1,88
2020-08-14,Manipur,64,1,130
2020-08-17,Manipur,194,3,179
2020-08-18,Manipur,102,1,118
2020-08-19,Manipur,55,1,78
2020-08-22,Manipur,259,2,124
2020-08-23,Manipur,194,2,83
2020-08-26,Manipur,98,2,82
2020-08-27,Manipur,17,1,141
2020-08-29,Manipur,100,2,118
2020-08-30,Manipur,129,1,117
2020-09-02,Manipur,120,1,130
2020-09-04,Manipur,167,3,102
2020-09-05,Manipur,125,3,90
2020-09-06,Manipur,76,1,184
2020-09-07,Manipur,189,2,139
2020-09-09,Manipur,122,1,96
2020-09-10,Manipur,68,1,160
2020-09-11,Manipur,245,4,108
2020-09-13,Manipur,100,1,152
2020-09-14,Manipur,89,1,144
2020-09-16,Manipur,78,1,239
2020-09-17,Manipur,103,1,110
2020-09-18,Manipur,17,3,110
2020-09-19,Manipur,91,1,177
2020-09-20,Manipur,94,3,117
2020-09-21,Manipur,44,2,170
2020-09-22,Manipur,71,2,116
2020-09-23,Manipur,49,1,270
2020-09-24,Manipur,221,2,96
2020-09-26,Manipur,233,1,254
2020-09-27,Manipur,79,1,260
2020-09-30,Manipur,57,1,269
2020-10-01,Manipur,421,2,237
2020-10-02,Manipur,181,1,128
2020-10-03,Manipur,351,1,286
2020-10-04,Manipur,89,2,252
2020-10-05,Manipur,124,3,206
2020-10-06,Manipur,129,1,250
2020-10-07,Manipur,148,3,135
2020-10-08,Manipur,122,2,249
2020-10-09,Manipur,115,3,190
2020-10-10,Manipur,147,3,131
2020-10-11,Manipur,530,2,282
2020-10-12,Manipur,108,3,234
2020-10-13,Manipur,203,2,230
2020-10-14,Manipur,122,4,237
2020-10-15,Manipur,86,6,301
2020-10-16,Manipur,166,1,284
2020-10-17,Manipur,164,5,337
2020-10-18,Manipur,198,2,426
2020-10-19,Manipur,298,5,322
2020-10-20,Manipur,172,1,315
2020-10-21,Manipur,146,4,284
2020-10-22,Manipur,238,3,205
2020-10-23,Manipur,96,3,354
2020-10-24,Manipur,169,5,156
2020-10-25,Manipur,157,6,245
2020-10-26,Manipur,138,1,140
2020-10-27,Manipur,200,5,262
2020-10-28,Manipur,151,6,180
2020-10-29,Manipur,212,6,205
2020-10-30,Manipur,163,4,242
2020-10-31,Manipur,222,4,221
2020-11-01,Manipur,1057,4,230
2020-11-02,Manipur,203,3,248
2020-11-03,Manipur,278,9,341
2020-11-04,Manipur,117,4,150
2020-11-05,Manipur,158,3,262
2020-11-06,Manipur,132,2,222
2020-11-07,Manipur,342,2,166
2020-11-08,Manipur,622,3,240
2020-11-09,Manipur,358,3,245
2020-11-10,Manipur,187,1,182
2020-11-11,Manipur,275,2,219
2020-11-12,Manipur,164,2,173
2020-11-13,Manipur,191,5,261
2020-11-14,Manipur,255,6,214
2020-11-15,Manipur,190,5,211
2020-11-16,Manipur,259,3,235
2020-11-17,Manipur,239,3,178
2020-11-18,Manipur,233,1,159
2020-11-19,Manipur,194,6,110
2020-11-21,Manipur,189,1,200
2020-11-22,Manipur,193,1,270
2020-11-23,Manipur,205,3,382
2020-11-24,Manipur,356,2,250
2020-11-25,Manipur,151,2,290
2020-11-26,Manipur,115,5,193
2020-11-27,Manipur,158,4,159
2020-11-28,Manipur,208,7,222
2020-11-29,Manipur,197,7,235
2020-11-30,Manipur,198,10,161
2020-12-01,Manipur,165,8,135
2020-12-02,Manipur,152,8,198
2020-12-03,Manipur,219,2,147
2020-12-04,Manipur,235,3,146
2020-12-05,Manipur,273,1,155
2020-12-06,Manipur,210,4,166
2020-12-07,Manipur,193,7,216
2020-12-08,Manipur,149,3,152
2020-12-09,Manipur,169,2,171
2020-12-10,Manipur,135,7,138
2020-12-12,Manipur,144,2,174
2020-12-13,Manipur,116,2,177
2020-12-15,Manipur,980,2,54
2020-12-16,Manipur,141,3,83
2020-12-17,Manipur,227,2,81
2020-12-18,Manipur,143,3,81
2020-12-19,Manipur,121,2,86
2020-12-20,Manipur,141,2,58
2020-12-21,Manipur,134,1,48
2020-12-24,Manipur,102,1,104
2020-12-25,Manipur,143,3,49
2020-12-26,Manipur,74,3,67
2020-12-28,Manipur,73,4,53
2020-12-30,Manipur,43,5,36
2020-12-31,Manipur,80,1,41
2021-01-01,Manipur,77,1,51
2021-01-02,Manipur,64,1,18
2021-01-03,Manipur,40,1,37
2021-01-04,Manipur,33,1,38
2021-01-05,Manipur,47,3,51
2021-01-06,Manipur,751,2,86
2021-01-08,Manipur,35,1,47
2021-01-10,Manipur,31,1,67
2021-01-17,Manipur,79,1,24
2021-01-20,Manipur,93,1,33
2021-01-23,Manipur,36,2,15
2021-01-28,Manipur,13,1,4
2021-01-30,Manipur,25,1,15
2021-02-04,Manipur,35,1,9
2021-02-08,Manipur,18,1,9
2021-04-09,Manipur,3,1,16
2021-04-12,Manipur,3,1,10
2021-04-20,Manipur,12,1,54
2021-04-21,Manipur,4,1,94
2021-04-22,Manipur,22,2,92
2021-04-23,Manipur,25,1,86
2021-04-25,Manipur,13,2,130
2021-04-26,Manipur,38,2,140
2021-04-27,Manipur,36,5,146
2021-04-28,Manipur,50,3,175
2021-04-29,Manipur,59,2,259
2021-04-30,Manipur,314,5,314
2021-05-01,Manipur,74,5,271
2021-05-02,Manipur,79,5,319
2021-05-03,Manipur,80,5,256
2021-05-04,Manipur,107,7,362
2021-05-05,Manipur,111,2,433
2021-05-06,Manipur,121,10,397
2021-05-07,Manipur,33,13,380
2021-05-08,Manipur,83,2,600
2021-05-09,Manipur,85,12,442
2021-05-10,Manipur,135,15,579
2021-05-11,Manipur,87,13,424
2021-05-12,Manipur,195,20,592
2021-05-13,Manipur,358,17,666
2021-05-14,Manipur,253,10,560
2021-05-15,Manipur,381,16,726
2021-05-16,Manipur,403,10,730
2021-05-17,Manipur,399,16,677
2021-05-18,Manipur,455,14,330
2021-05-19,Manipur,337,20,624
2020-10-29,Mizoram,5,1,49
2020-11-05,Mizoram,59,1,65
2020-11-14,Mizoram,53,1,59
2020-11-15,Mizoram,28,1,25
2020-11-17,Mizoram,39,1,48
2020-12-02,Mizoram,73,1,22
2020-12-12,Mizoram,20,1,16
2020-12-24,Mizoram,19,1,15
2021-01-11,Mizoram,6,1,1
2021-02-16,Mizoram,1,1,3
2021-04-12,Mizoram,6,1,7
2021-04-25,Mizoram,36,1,105
2021-04-30,Mizoram,90,1,139
2021-05-01,Mizoram,44,1,1
2021-05-03,Mizoram,61,1,59
2021-05-04,Mizoram,66,1,198
2021-05-10,Mizoram,172,4,72
2021-05-11,Mizoram,165,1,173
2021-05-12,Mizoram,82,1,239
2021-05-16,Mizoram,87,1,181
2021-05-17,Mizoram,189,1,149
2021-05-18,Mizoram,245,3,239
2021-05-19,Mizoram,162,1,184
2020-07-28,Andaman and Nicobar Islands,10,1,14
2020-07-30,Andaman and Nicobar Islands,5,1,65
2020-08-01,Andaman and Nicobar Islands,13,1,77
2020-08-02,Andaman and Nicobar Islands,12,2,88
2020-08-03,Andaman and Nicobar Islands,16,1,98
2020-08-04,Andaman and Nicobar Islands,21,2,96
2020-08-05,Andaman and Nicobar Islands,14,2,98
2020-08-06,Andaman and Nicobar Islands,49,2,99
2020-08-07,Andaman and Nicobar Islands,29,2,96
2020-08-08,Andaman and Nicobar Islands,70,3,99
2020-08-09,Andaman and Nicobar Islands,75,1,129
2020-08-12,Andaman and Nicobar Islands,40,1,139
2020-08-14,Andaman and Nicobar Islands,95,1,137
2020-08-15,Andaman and Nicobar Islands,108,2,149
2020-08-17,Andaman and Nicobar Islands,98,4,93
2020-08-18,Andaman and Nicobar Islands,99,1,46
2020-08-19,Andaman and Nicobar Islands,96,1,84
2020-08-21,Andaman and Nicobar Islands,109,1,76
2020-08-22,Andaman and Nicobar Islands,106,1,67
2020-08-24,Andaman and Nicobar Islands,110,1,52
2020-08-25,Andaman and Nicobar Islands,129,2,44
2020-08-26,Andaman and Nicobar Islands,139,2,41
2020-08-27,Andaman and Nicobar Islands,78,4,40
2020-08-28,Andaman and Nicobar Islands,65,1,33
2020-08-30,Andaman and Nicobar Islands,75,2,31
2020-08-31,Andaman and Nicobar Islands,67,1,23
2020-09-01,Andaman and Nicobar Islands,61,1,28
2020-09-03,Andaman and Nicobar Islands,44,1,26
2020-09-04,Andaman and Nicobar Islands,65,1,37
2020-09-05,Andaman and Nicobar Islands,40,1,34
2020-09-06,Andaman and Nicobar Islands,41,1,35
2020-09-10,Andaman and Nicobar Islands,43,1,34
2020-09-15,Andaman and Nicobar Islands,35,1,11
2020-09-28,Andaman and Nicobar Islands,2,1,20
2020-10-06,Andaman and Nicobar Islands,10,1,15
2020-10-09,Andaman and Nicobar Islands,11,1,17
2020-10-17,Andaman and Nicobar Islands,14,1,10
2020-10-23,Andaman and Nicobar Islands,24,1,16
2020-10-24,Andaman and Nicobar Islands,8,1,23
2020-10-30,Andaman and Nicobar Islands,15,1,16
2020-11-02,Andaman and Nicobar Islands,12,1,8
2020-11-13,Andaman and Nicobar Islands,15,1,13
2020-12-22,Andaman and Nicobar Islands,8,1,7
2021-04-15,Andaman and Nicobar Islands,24,1,38
2021-04-18,Andaman and Nicobar Islands,36,1,42
2021-04-23,Andaman and Nicobar Islands,33,1,37
2021-04-25,Andaman and Nicobar Islands,52,1,45
2021-04-29,Andaman and Nicobar Islands,44,1,52
2021-05-02,Andaman and Nicobar Islands,72,1,97
2021-05-03,Andaman and Nicobar Islands,25,1,38
2021-05-04,Andaman and Nicobar Islands,52,1,66
2021-05-06,Andaman and Nicobar Islands,49,1,42
2021-05-07,Andaman and Nicobar Islands,30,1,32
2021-05-09,Andaman and Nicobar Islands,26,2,30
2021-05-10,Andaman and Nicobar Islands,32,2,26
2021-05-11,Andaman and Nicobar Islands,37,2,31
2021-05-13,Andaman and Nicobar Islands,26,3,44
2021-05-14,Andaman and Nicobar Islands,38,2,40
2021-05-15,Andaman and Nicobar Islands,12,2,32
2021-05-17,Andaman and Nicobar Islands,16,3,35
2021-05-18,Andaman and Nicobar Islands,46,1,35
2021-05-19,Andaman and Nicobar Islands,30,3,36
2020-06-23,Goa,23,1,110
2020-06-25,Goa,84,1,42
2020-06-29,Goa,58,1,70
2020-07-02,Goa,74,1,72
2020-07-05,Goa,91,2,202
2020-07-06,Goa,111,1,77
2020-07-08,Goa,95,1,90
2020-07-10,Goa,66,1,112
2020-07-12,Goa,81,3,117
2020-07-13,Goa,59,2,85
2020-07-14,Goa,53,3,130
2020-07-15,Goa,67,1,170
2020-07-17,Goa,143,1,157
2020-07-18,Goa,129,2,196
2020-07-20,Goa,180,1,173
2020-07-21,Goa,143,1,196
2020-07-22,Goa,88,3,174
2020-07-23,Goa,92,2,149
2020-07-24,Goa,114,1,174
2020-07-26,Goa,182,4,146
2020-07-27,Goa,230,2,175
2020-07-28,Goa,133,1,258
2020-07-30,Goa,189,3,202
2020-07-31,Goa,221,3,215
2020-08-01,Goa,206,3,209
2020-08-02,Goa,227,3,280
2020-08-03,Goa,230,5,337
2020-08-04,Goa,208,3,286
2020-08-05,Goa,238,4,259
2020-08-06,Goa,173,4,348
2020-08-07,Goa,166,2,191
2020-08-08,Goa,142,4,333
2020-08-09,Goa,207,2,259
2020-08-10,Goa,193,3,506
2020-08-11,Goa,213,5,317
2020-08-12,Goa,272,6,415
2020-08-13,Goa,161,3,480
2020-08-14,Goa,271,2,570
2020-08-15,Goa,245,2,476
2020-08-16,Goa,331,5,369
2020-08-17,Goa,287,6,300
2020-08-18,Goa,283,7,355
2020-08-19,Goa,298,5,339
2020-08-20,Goa,357,8,342
2020-08-21,Goa,350,2,424
2020-08-22,Goa,477,9,385
2020-08-23,Goa,479,5,306
2020-08-24,Goa,453,4,209
2020-08-25,Goa,437,4,139
2020-08-26,Goa,315,9,392
2020-08-27,Goa,287,8,497
2020-08-28,Goa,356,6,456
2020-08-29,Goa,429,4,523
2020-08-30,Goa,433,3,547
2020-08-31,Goa,457,5,451
2020-09-01,Goa,391,9,414
2020-09-02,Goa,273,2,588
2020-09-03,Goa,209,10,636
2020-09-04,Goa,302,8,713
2020-09-05,Goa,386,8,508
2020-09-06,Goa,534,9,592
2020-09-07,Goa,558,7,374
2020-09-08,Goa,588,9,344
2020-09-09,Goa,448,11,457
2020-09-10,Goa,281,6,621
2020-09-11,Goa,436,6,639
2020-09-12,Goa,473,8,555
2020-09-13,Goa,511,10,740
2020-09-14,Goa,553,4,407
2020-09-15,Goa,519,14,306
2020-09-16,Goa,446,11,613
2020-09-17,Goa,351,4,628
2020-09-18,Goa,399,8,644
2020-09-19,Goa,470,8,596
2020-09-20,Goa,446,7,643
2020-09-21,Goa,537,9,407
2020-09-22,Goa,429,9,324
2020-09-23,Goa,736,8,590
2020-09-24,Goa,395,8,536
2020-09-25,Goa,490,7,673
2020-09-26,Goa,724,3,519
2020-09-27,Goa,688,5,503
2020-09-28,Goa,701,10,384
2020-09-29,Goa,612,6,438
2020-09-30,Goa,709,12,381
2020-10-01,Goa,344,9,641
2020-10-02,Goa,400,12,524
2020-10-03,Goa,479,2,513
2020-10-04,Goa,523,8,445
2020-10-05,Goa,506,6,428
2020-10-06,Goa,423,4,391
2020-10-07,Goa,594,8,519
2020-10-08,Goa,394,9,432
2020-10-09,Goa,458,7,432
2020-10-10,Goa,415,7,489
2020-10-11,Goa,460,8,343
2020-10-12,Goa,426,8,432
2020-10-13,Goa,495,4,308
2020-10-14,Goa,554,3,408
2020-10-15,Goa,479,5,356
2020-10-16,Goa,430,6,332
2020-10-17,Goa,449,6,321
2020-10-18,Goa,425,7,309
2020-10-19,Goa,360,6,187
2020-10-20,Goa,519,5,159
2020-10-21,Goa,361,6,285
2020-10-22,Goa,408,2,308
2020-10-23,Goa,348,7,247
2020-10-24,Goa,390,4,227
2020-10-25,Goa,348,2,218
2020-10-26,Goa,321,6,211
2020-10-27,Goa,343,6,290
2020-10-28,Goa,345,3,215
2020-10-29,Goa,196,7,221
2020-10-30,Goa,194,5,233
2020-10-31,Goa,241,5,215
2020-11-01,Goa,269,2,210
2020-11-02,Goa,237,5,142
2020-11-03,Goa,208,7,186
2020-11-04,Goa,239,2,235
2020-11-05,Goa,249,8,183
2020-11-06,Goa,238,4,172
2020-11-07,Goa,207,3,203
2020-11-08,Goa,183,8,169
2020-11-09,Goa,207,2,149
2020-11-10,Goa,232,4,144
2020-11-11,Goa,199,4,180
2020-11-12,Goa,152,5,109
2020-11-14,Goa,167,2,156
2020-11-15,Goa,145,1,84
2020-11-16,Goa,123,3,58
2020-11-17,Goa,285,1,125
2020-11-18,Goa,191,4,154
2020-11-19,Goa,178,3,162
2020-11-21,Goa,198,2,152
2020-11-22,Goa,147,3,116
2020-11-23,Goa,167,2,78
2020-11-25,Goa,85,2,167
2020-11-26,Goa,61,4,125
2020-11-27,Goa,111,2,148
2020-11-28,Goa,152,1,150
2020-11-30,Goa,135,1,115
2020-12-01,Goa,150,1,159
2020-12-02,Goa,128,2,161
2020-12-03,Goa,64,3,117
2020-12-04,Goa,119,3,124
2020-12-06,Goa,118,1,115
2020-12-07,Goa,131,1,112
2020-12-08,Goa,154,3,90
2020-12-10,Goa,132,2,101
2020-12-13,Goa,144,2,70
2020-12-14,Goa,101,1,57
2020-12-15,Goa,147,1,112
2020-12-16,Goa,124,3,92
2020-12-17,Goa,104,3,91
2020-12-18,Goa,89,3,88
2020-12-19,Goa,116,2,104
2020-12-21,Goa,91,3,88
2020-12-22,Goa,108,2,79
2020-12-23,Goa,88,2,96
2020-12-24,Goa,70,2,125
2020-12-25,Goa,88,1,90
2020-12-27,Goa,87,3,61
2020-12-29,Goa,91,3,105
2020-12-30,Goa,116,1,112
2020-12-31,Goa,114,2,97
2021-01-01,Goa,75,2,85
2021-01-04,Goa,83,2,65
2021-01-05,Goa,88,2,40
2021-01-06,Goa,70,1,80
2021-01-10,Goa,89,2,81
2021-01-11,Goa,100,1,66
2021-01-12,Goa,66,2,35
2021-01-14,Goa,78,1,96
2021-01-15,Goa,67,2,103
2021-01-16,Goa,61,1,80
2021-01-17,Goa,69,3,83
2021-01-22,Goa,54,1,55
2021-01-23,Goa,80,1,70
2021-01-24,Goa,63,3,85
2021-01-26,Goa,113,1,57
2021-01-27,Goa,62,1,70
2021-01-29,Goa,52,2,85
2021-01-30,Goa,103,1,78
2021-02-01,Goa,60,2,53
2021-02-05,Goa,56,2,79
2021-02-08,Goa,48,2,42
2021-02-10,Goa,98,2,59
2021-02-11,Goa,64,2,72
2021-02-13,Goa,127,1,39
2021-02-14,Goa,51,1,41
2021-02-15,Goa,79,1,42
2021-02-16,Goa,59,2,40
2021-02-17,Goa,66,3,48
2021-02-18,Goa,39,2,46
2021-02-20,Goa,56,1,45
2021-02-24,Goa,41,1,57
2021-02-25,Goa,35,1,52
2021-02-26,Goa,33,2,71
2021-02-27,Goa,41,3,100
2021-03-01,Goa,45,1,54
2021-03-02,Goa,62,1,40
2021-03-05,Goa,38,2,69
2021-03-06,Goa,42,1,79
2021-03-10,Goa,41,3,75
2021-03-13,Goa,79,2,151
2021-03-14,Goa,70,1,93
2021-03-15,Goa,83,1,66
2021-03-16,Goa,62,1,89
2021-03-17,Goa,73,4,94
2021-03-18,Goa,59,1,73
2021-03-19,Goa,41,1,98
2021-03-20,Goa,60,2,100
2021-03-22,Goa,79,3,98
2021-03-24,Goa,58,3,133
2021-03-26,Goa,66,1,189
2021-03-27,Goa,111,1,113
2021-03-28,Goa,69,1,170
2021-03-29,Goa,104,2,131
2021-03-30,Goa,101,2,128
2021-03-31,Goa,136,1,127
2021-04-01,Goa,62,1,200
2021-04-02,Goa,104,1,265
2021-04-03,Goa,81,1,280
2021-04-04,Goa,151,2,219
2021-04-05,Goa,167,1,265
2021-04-06,Goa,142,2,247
2021-04-07,Goa,95,1,387
2021-04-08,Goa,138,2,527
2021-04-09,Goa,107,2,582
2021-04-10,Goa,159,3,428
2021-04-11,Goa,167,1,540
2021-04-12,Goa,170,2,525
2021-04-13,Goa,231,2,476
2021-04-14,Goa,236,3,562
2021-04-15,Goa,245,4,473
2021-04-16,Goa,182,5,757
2021-04-17,Goa,282,6,927
2021-04-18,Goa,436,4,762
2021-04-19,Goa,531,11,951
2021-04-20,Goa,428,17,940
2021-04-21,Goa,440,26,1160
2021-04-22,Goa,426,17,1502
2021-04-23,Goa,461,21,1410
2021-04-24,Goa,596,12,1420
2021-04-25,Goa,485,17,1540
2021-04-26,Goa,658,24,2293
2021-04-27,Goa,712,38,2321
2021-04-28,Goa,748,31,2110
2021-04-29,Goa,839,24,3101
2021-04-30,Goa,914,36,3019
2021-05-01,Goa,955,22,3024
2021-05-02,Goa,1310,54,2303
2021-05-03,Goa,1255,52,2030
2021-05-04,Goa,1425,46,2703
2021-05-05,Goa,1870,52,2814
2021-05-06,Goa,2192,71,3496
2021-05-07,Goa,2023,58,3869
2021-05-08,Goa,2175,56,4195
2021-05-09,Goa,3025,55,3751
2021-05-10,Goa,3078,67,2633
2021-05-11,Goa,2367,50,2804
2021-05-12,Goa,2475,75,3124
2021-05-13,Goa,2840,70,2865
2021-05-14,Goa,2266,63,2491
2021-05-15,Goa,2960,61,2455
2021-05-16,Goa,3512,58,1957
2021-05-17,Goa,3793,43,1314
2021-05-18,Goa,4008,53,1562
2021-05-19,Goa,3120,45,1358
2020-06-12,Assam,183,2,227
2020-06-13,Assam,105,2,179
2020-06-19,Assam,12,1,172
2020-06-29,Assam,588,1,390
2020-06-30,Assam,245,1,546
2020-07-01,Assam,314,1,475
2020-07-04,Assam,243,2,660
2020-07-09,Assam,400,2,814
2020-07-11,Assam,418,5,568
2020-07-12,Assam,3,8,936
2020-07-14,Assam,468,1,735
2020-07-15,Assam,522,4,1001
2020-07-16,Assam,757,6,859
2020-07-17,Assam,715,2,1088
2020-07-18,Assam,1217,3,892
2020-07-19,Assam,1060,2,2272
2020-07-20,Assam,858,4,1081
2020-07-21,Assam,1072,1,1383
2020-07-24,Assam,2666,6,2019
2020-07-25,Assam,1062,6,1130
2020-07-26,Assam,1294,1,1165
2020-07-27,Assam,985,2,1142
2020-07-28,Assam,1362,7,1348
2020-07-29,Assam,1216,2,1371
2020-07-30,Assam,1214,4,1348
2020-07-31,Assam,1248,2,2112
2020-08-01,Assam,1277,4,1862
2020-08-02,Assam,1085,3,1457
2020-08-03,Assam,942,4,1178
2020-08-04,Assam,1044,4,2371
2020-08-05,Assam,993,6,2886
2020-08-06,Assam,1471,6,2284
2020-08-07,Assam,1332,5,2372
2020-08-08,Assam,1585,6,2679
2020-08-09,Assam,1782,8,2218
2020-08-10,Assam,1734,5,1123
2020-08-11,Assam,1261,6,2900
2020-08-12,Assam,1487,4,2669
2020-08-13,Assam,2136,6,4593
2020-08-14,Assam,2174,8,2796
2020-08-15,Assam,2310,6,2706
2020-08-16,Assam,1593,7,1057
2020-08-17,Assam,1929,7,1317
2020-08-18,Assam,1519,8,2792
2020-08-19,Assam,1560,6,2534
2020-08-20,Assam,2054,10,2116
2020-08-21,Assam,2772,8,1735
2020-08-22,Assam,2476,6,1856
2020-08-23,Assam,2045,7,1560
2020-08-24,Assam,3259,8,1272
2020-08-25,Assam,2190,10,1879
2020-08-26,Assam,1724,8,1973
2020-08-27,Assam,2148,14,2179
2020-08-28,Assam,2345,4,2036
2020-08-29,Assam,1763,8,2560
2020-08-30,Assam,1440,3,2427
2020-08-31,Assam,1417,7,1980
2020-09-01,Assam,1534,10,3266
2020-09-02,Assam,1434,9,2684
2020-09-03,Assam,1834,8,3555
2020-09-04,Assam,1971,7,3054
2020-09-05,Assam,2020,15,2891
2020-09-06,Assam,2343,7,2698
2020-09-07,Assam,1763,8,1537
2020-09-08,Assam,2250,10,2785
2020-09-09,Assam,2163,8,2579
2020-09-10,Assam,2265,18,2243
2020-09-11,Assam,2197,18,2739
2020-09-12,Assam,2628,16,2534
2020-09-13,Assam,2556,23,2132
2020-09-14,Assam,2248,16,1292
2020-09-15,Assam,1921,13,2403
2020-09-16,Assam,1849,10,2409
2020-09-17,Assam,2464,19,2394
2020-09-18,Assam,2246,17,1380
2020-09-19,Assam,2074,12,2509
2020-09-20,Assam,1856,8,2595
2020-09-21,Assam,1795,14,1227
2020-09-22,Assam,1795,16,2640
2020-09-23,Assam,1817,8,2073
2020-09-24,Assam,1762,11,2098
2020-09-25,Assam,2432,11,2091
2020-09-26,Assam,1571,17,1792
2020-09-27,Assam,1595,13,1736
2020-09-28,Assam,1670,17,875
2020-09-29,Assam,2320,12,3644
2020-09-30,Assam,1702,13,3592
2020-10-01,Assam,1616,17,3590
